Date;Time;SerialNo;Hardware;ProductionDate;Software;MemorySize;TargetDevice;BatteryDate;Capacity;BattUsage;Voltage;CodeNo;Mode;OpTime;Rtc;Autosend;Readout;ExtProt;Sprint_4ms;Card6with192punches;StopIfBackupFull;AirPlusTimingMode;AirPlusRadioMode;EcoMode;AllowGateMode;Action;

Date;Time;SerialNo;Hardware;ProductionDate;Software;MemorySize;TargetDevice;BatteryDate;Capacity;BattUsage;Voltage;CodeNo;Mode;OpTime;Rtc;Autosend;Readout;ExtProt;Sprint_4ms;Card6with192punches;StopIfBackupFull;AirPlusTimingMode;AirPlusRadioMode;EcoMode;AllowGateMode;Action;
2017-08-07;18:18:55;137928;BSF7;2013.02.26.;656;128 K;Remote;2013.02.26.;2000;21,3 %;3,18;34;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:19:06;137860;BSF7;2013.02.28.;656;128 K;Remote;2013.02.28.;2000;20,5 %;2,98;35;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:19:23;137843;BSF7;2013.02.28.;656;128 K;Remote;2013.02.28.;2000;20,7 %;2,89;36;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:19:37;137815;BSF7;2013.02.28.;656;128 K;Remote;2013.02.28.;2000;20,5 %;2,98;37;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:19:48;137876;BSF7;2013.02.28.;656;128 K;Remote;2013.02.28.;2000;20,1 %;3,14;38;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:19:59;137853;BSF7;2013.02.28.;656;128 K;Remote;2013.02.28.;2000;20,5 %;2,89;39;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:20:13;137858;BSF7;2013.02.28.;656;128 K;Remote;2013.02.28.;2000;20,7 %;2,97;40;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:20:23;79155;BSF7;2006.11.24.;656;128 K;Remote;2014.03.06.;2000;18,1 %;2,86;41;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:20:36;79171;BSF7;2006.11.24.;656;128 K;Remote;2012.06.13.;2000;5,9 %;3,38;42;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:20:47;133816;BSF7;2011.05.25.;656;128 K;Remote;2011.05.25.;2000;31,0 %;3,23;43;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:20:59;79184;BSF7;2006.11.24.;656;128 K;Remote;2012.06.13.;2000;5,9 %;3,35;44;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:21:09;130172;BSF7;2009.12.11.;580;128 K;Remote;2009.12.11.;2000;40,6 %;3,02;45;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:21:22;72215;BSF7;2004.12.02.;580;128 K;Remote;2011.11.11.;2000;26,7 %;2,80;46;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:21:32;74525;BSF7;2005.07.19.;580;128 K;Remote;2009.07.07.;2000;38,4 %;3,11;47;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:21:59;77630;BSF7;2006.06.16.;580;128 K;Remote;2012.01.24.;2000;5,6 %;3,49;48;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:22:12;105778;BSF7;2008.05.16.;580;128 K;Remote;2008.05.16.;2000;45,2 %;3,15;49;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:22:22;72354;BSF7;2004.12.13.;580;128 K;Remote;2015.02.12.;2000;11,4 %;3,30;50;Control; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:23:27;133364;BSM7 UART1 (USB);2011.03.09.;573;128 K;Direct;2011.03.09.;2000;144,6 %;N/A;4;Readout; 00:02:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -; -;N/A;N/A;N/A;N/A;ConfigRead;

Date;Time;SerialNo;Hardware;ProductionDate;Software;MemorySize;TargetDevice;BatteryDate;Capacity;BattUsage;Voltage;CodeNo;Mode;OpTime;Rtc;Autosend;Readout;ExtProt;Sprint_4ms;Card6with192punches;StopIfBackupFull;AirPlusTimingMode;AirPlusRadioMode;EcoMode;AllowGateMode;Action;
2017-08-07;18:52:50;79169;BSF7;2006.11.24.;580;128 K;Remote;2014.06.30.;2000;16,6 %;3,40;4;Finish; 04:00:00;RealTimeClock!; -;N/A; -; -; -;N/A;N/A;N/A;N/A;N/A;ConfigRead;
2017-08-07;18:53:03;79169;BSF7;2006.11.24.;580;128 K;Remote;2014.06.30.;2000;16,6 %;3,40;1;Finish; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol; -; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:53:17;132134;BSF7;2010.10.04.;656;128 K;Remote;2010.10.04.;2000;38,4 %;3,09;2;Finish; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol; -; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:53:25;74249;BSF7;2005.07.06.;656;128 K;Remote;2005.07.06.;2000;21,0 %;2,74;3;Finish; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol; -; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:54:10;79187;BSF7;2006.11.24.;580;128 K;Remote;2013.04.05.;2000;21,2 %;2,75;4;Clear; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A;Card6With192Records!;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:54:21;72405;BSF7;2004.12.14.;580;128 K;Remote;2012.09.03.;2000;25,6 %;3,36;5;Clear; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A;Card6With192Records!;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:54:46;170607;BSF7;2014.11.18.;656;128 K;Remote;2014.11.18.;2000;14,6 %;3,24;6;Clear; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A;Card6With192Records!;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:55:07;132138;BSF7;2010.10.04.;656;128 K;Remote;2010.10.04.;2000;50,1 %;2,90;7;Clear; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A;Card6With192Records!;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:55:25;170627;BSF7;2014.11.18.;656;128 K;Remote;2014.11.18.;2000;13,0 %;3,37;8;Clear; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A;Card6With192Records!;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:55:43;170606;BSF7;2014.11.18.;656;128 K;Remote;2014.11.18.;2000;12,4 %;3,23;9;Check; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:55:55;79161;BSF7;2006.11.24.;580;128 K;Remote;2012.06.13.;2000;51,1 %;3,05;10;Check; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:56:28;132133;BSF7;2010.10.04.;656;128 K;Remote;2010.10.04.;2000;37,1 %;2,98;11;Check; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:56:46;132139;BSF7;2010.10.04.;656;128 K;Remote;2010.10.04.;2000;40,5 %;2,94;12;Start; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol; -; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;18:58:09;79161;BSF7;2006.11.24.;580;128 K;Remote;2012.06.13.;2000;51,1 %;2,93;10;Check; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigRead;
2017-08-07;18:58:34;132139;BSF7;2010.10.04.;656;128 K;Remote;2010.10.04.;2000;40,5 %;2,97;12;Start; 04:00:00;RealTimeClock!; -;N/A;ExtendedProtocol; -; -;N/A;N/A;N/A;N/A;N/A;ConfigRead;

Date;Time;SerialNo;Hardware;ProductionDate;Software;MemorySize;TargetDevice;BatteryDate;Capacity;BattUsage;Voltage;CodeNo;Mode;OpTime;Rtc;Autosend;Readout;ExtProt;Sprint_4ms;Card6with192punches;StopIfBackupFull;AirPlusTimingMode;AirPlusRadioMode;EcoMode;AllowGateMode;Action;
2017-08-07;19:19:59;133423;BSF7;2011.03.16.;656;128 K;Remote;2011.03.16.;2000;31,1 %;3,38;6;Clear; 03:00:00;RealTimeClock!; -;N/A; -;N/A;Card6With192Records!;N/A;N/A;N/A;N/A;N/A;ConfigRead;
2017-08-07;19:20:12;133423;BSF7;2011.03.16.;656;128 K;Remote;2011.03.16.;2000;31,1 %;3,38;1;Clear; 03:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A;Card6With192Records!;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;19:21:12;133404;BSF7;2011.03.16.;656;128 K;Remote;2011.03.16.;2000;25,9 %;3,42;2;Start; 03:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;SprintMode;Card6With192Records;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;19:21:43;133399;BSF7;2011.03.16.;656;128 K;Remote;2011.03.16.;2000;27,2 %;3,25;3;Finish; 03:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;SprintMode;Card6With192Records;N/A;N/A;N/A;N/A;N/A;ConfigWritten;

Date;Time;SerialNo;Hardware;ProductionDate;Software;MemorySize;TargetDevice;BatteryDate;Capacity;BattUsage;Voltage;CodeNo;Mode;OpTime;Rtc;Autosend;Readout;ExtProt;Sprint_4ms;Card6with192punches;StopIfBackupFull;AirPlusTimingMode;AirPlusRadioMode;EcoMode;AllowGateMode;Action;
2017-08-07;19:24:19;133423;BSF7;2011.03.16.;656;128 K;Remote;2011.03.16.;2000;31,1 %;3,26;1;Clear; 03:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A;Card6With192Records!;N/A;N/A;N/A;N/A;N/A;ConfigRead;
2017-08-07;19:24:37;133423;BSF7;2011.03.16.;656;128 K;Remote;2011.03.16.;2000;31,1 %;3,26;1;Clear; 03:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A;Card6With192Records!;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;19:24:52;133404;BSF7;2011.03.16.;656;128 K;Remote;2011.03.16.;2000;25,9 %;3,31;2;Start; 03:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;SprintMode; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;19:25:03;133399;BSF7;2011.03.16.;656;128 K;Remote;2011.03.16.;2000;27,2 %;3,08;3;Finish; 03:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;SprintMode; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;19:25:23;72434;BSF7;2004.12.14.;580;128 K;Remote;2014.08.20.;2000;13,5 %;2,90;51;Control; 03:00:00;RealTimeClock!; -;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;

Date;Time;SerialNo;Hardware;ProductionDate;Software;MemorySize;TargetDevice;BatteryDate;Capacity;BattUsage;Voltage;CodeNo;Mode;OpTime;Rtc;Autosend;Readout;ExtProt;Sprint_4ms;Card6with192punches;StopIfBackupFull;AirPlusTimingMode;AirPlusRadioMode;EcoMode;AllowGateMode;Action;
2017-08-07;21:12:37;198093;BSF8 UART1 (SRR);2016.08.18.;623;128 K;Remote;2016.08.18.;1000;10,0 %;3,45;50;BcControl; 04:00:00;RealTimeClock!;AutoSend;N/A;ExtendedProtocol;N/A; -;N/A;forced PunchingMode;SrRadioSendLast; -;N/A;ConfigRead;
2017-08-07;21:12:56;198093;BSF8 UART1 (SRR);2016.08.18.;623;128 K;Remote;2016.08.18.;1000;10,0 %;3,45;49;Control; 04:00:00;RealTimeClock!;AutoSend;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
2017-08-07;21:13:09;198091;BSF8 UART1 (SRR);2016.08.18.;623;128 K;Remote;2016.08.18.;1000;11,8 %;3,44;115;Control; 04:00:00;RealTimeClock!;AutoSend;N/A;ExtendedProtocol;N/A; -;N/A;N/A;N/A;N/A;N/A;ConfigWritten;
